date,game_num,game_type,player,net
2026-05-02,56,NL,Jamie,271.25
2026-05-02,56,NL,Shaun,175.8
2026-05-02,56,NL,Akshay,159.37
2026-05-02,56,NL,Rach,113
2026-05-02,56,NL,Arjun,43
2026-05-02,56,NL,JZ,-32.5
2026-05-02,56,NL,Tarek,-35
2026-05-02,56,NL,Hu,-86
2026-05-02,56,NL,Saswoot,-190.5
2026-05-02,56,NL,YN,-253.75
2026-05-02,56,NL,KQ,-332
2026-05-02,56,NL,Hiro,-611.87
2026-05-02,56,NL,Andrew,-1399
2026-05-02,57,NL,Andrew,1477.36
2026-05-02,57,NL,Hiro,715.78
2026-05-02,57,NL,Arjun,400.27
2026-05-02,57,NL,Jamie,261.86
2026-05-02,57,NL,Heezy,56.24
2026-05-02,57,NL,Will X,-33.01
2026-05-02,57,NL,Egg,-39
2026-05-02,57,NL,Sanjay,-100
2026-05-02,57,NL,Saswoot,-189.5
2026-05-02,57,NL,Rach,-2550
2026-05-03,58,NL,Hiro,898.44
2026-05-03,58,NL,JZ,444.23
2026-05-03,58,NL,Hu,399.38
2026-05-03,58,NL,Ww,350.56
2026-05-03,58,NL,Zheng,307.33
2026-05-03,58,NL,RichardZ,283.75
2026-05-03,58,NL,HY,156.22
2026-05-03,58,NL,Draco,153.72
2026-05-03,58,NL,YN,93.89
2026-05-03,58,NL,Alai,93.32
2026-05-03,58,NL,Jamie,11.89
2026-05-03,58,NL,Tarek,11.11
2026-05-03,58,NL,Akshay,-3.5
2026-05-03,58,NL,JJ,-47.8
2026-05-03,58,NL,Shaun,-186.8
2026-05-03,58,NL,Young,-215.33
2026-05-03,58,NL,Arjun,-276.4
2026-05-03,58,NL,Egg,-326.21
2026-05-03,58,NL,3betChet,-400
2026-05-03,58,NL,Andrew,-454.75
2026-05-03,58,NL,Lucki,-553.55
2026-05-03,58,NL,Will X,-739.5
2026-05-03,59,PLO,Andrew,2534.54
2026-05-03,59,PLO,Shaun,348.42
2026-05-03,59,PLO,Hiro,213.5
2026-05-03,59,PLO,GB,49.54
2026-05-03,59,PLO,Egg,-250
2026-05-03,59,PLO,Tarek,-608
2026-05-03,59,PLO,Lucki,-2288
2026-05-03,60,PLO,Young,486.5
2026-05-03,60,PLO,JJ,-31.25
2026-05-03,60,PLO,Andrew,-55.25
2026-05-03,60,PLO,Tarek,-200
2026-05-03,60,PLO,Lucki,-200
2026-05-04,61,NL,Andrew,1626.67
2026-05-04,61,NL,Mc,936.98
2026-05-04,61,NL,Hiro,740.59
2026-05-04,61,NL,Young,456.31
2026-05-04,61,NL,Shaun,368.61
2026-05-04,61,NL,Zheng,315.13
2026-05-04,61,NL,Sherry,271
2026-05-04,61,NL,Arjun,243.47
2026-05-04,61,NL,Egg,184.26
2026-05-04,61,NL,Ww,150.88
2026-05-04,61,NL,Will X,79.35
2026-05-04,61,NL,Shiv,29.82
2026-05-04,61,NL,Mikul,26.46
2026-05-04,61,NL,Jamie,8.33
2026-05-04,61,NL,Tarek,4.7
2026-05-04,61,NL,Colin,-16.25
2026-05-04,61,NL,Draco,-20.73
2026-05-04,61,NL,HY,-43.95
2026-05-04,61,NL,Uz,-228.89
2026-05-04,61,NL,JH,-300
2026-05-04,61,NL,Hu,-385.91
2026-05-04,61,NL,JZ,-421.75
2026-05-04,61,NL,YN,-769.57
2026-05-04,61,NL,RichardZ,-886.46
2026-05-04,61,NL,Ena,-1023.72
2026-05-04,61,NL,GB,-1345.33
2026-05-04,62,PLO,Andrew,74
2026-05-04,62,PLO,Ena,-74
2026-05-04,63,PLO,GB,228.6
2026-05-04,63,PLO,Shaun,170.98
2026-05-04,63,PLO,Tarek,110.84
2026-05-04,63,PLO,Young,100.87
2026-05-04,63,PLO,Sanjay,68.5
2026-05-04,63,PLO,Egg,38.75
2026-05-04,63,PLO,Andrew,33.78
2026-05-04,63,PLO,Ww,24.13
2026-05-04,63,PLO,Hiro,-78.88
2026-05-04,63,PLO,Jesse,-109.75
2026-05-04,63,PLO,Simon Chen,-119.63
2026-05-04,63,PLO,Ena,-468.19
